name,country_iso3,country_label,city,email,homepage,rewriteId
Agnee Innovates Private Limited,IND,India,Varanashi,lalit.baliyan@agniexports.com,www.agniexports.com,agnee-innovates-private-limited
A Grupe UAB,LTU,Lithuania,Jonava,marketingas@agrupe.lt,www.agrupe.eu,a-grupe-uab
Ahmad Weaving,PAK,Pakistan,Faisalabad,arsalan@ahmadweaving.com,www.ahmadweaving.com,ahmad-weaving
Ahmed Fine Textile Mills Limited,PAK,Pakistan,Multan,aamer.faiz@fazalcloth.com,,ahmed-fine-textile-mills-limited
Ahmet Sabuncular Tekstil Sanayi ve Ticaret Limited Sirketi,TUR,Türkiye,Bursa,info@shadetextile.com,www.shadetextile.com,ahmet-sabuncular-tekstil-sanayi-ve-ticaret-limited-sirketi
AITANA 3 S.L.,ESP,Spain,Albuixech - Valencia,export@aitanatextil.es,www.aitanatextil.es,aitana-3-sl
A I TEXTILES,PAK,Pakistan,Faisalabad,shoaib@aitextiles.com,www.aitextiles.com,a-i-textiles
&#39;AJAYYP BINA&#39; Economic Society,TKM,Turkmenistan,Ashgabat,asia_partner@hotmail.com,www.ajayypbina.com,ajayyp-bina-economic-society
Akara,IND,India,Thane,info@akararugs.in,www.akararugs.in,akara
Akarca Tekstil Konf. San. ve Tic. A.S..,TUR,Türkiye,Bursa,akarca@akarcatekstil.com,www.akarcatekstil.com,akarca-tekstil-konf-san-ve-tic-as
Akar Ith. Ihr. Tur. Tic. Ve San. A.S.,TUR,Türkiye,Gürsu / Bursa,zeynep.akar@akargroup.com.tr,www.akargroup.com.tr,akar-ith-ihr-tur-tic-ve-san-as
Aksa Tex Style Industries,PAK,Pakistan,Multan,info@aksatex.com,www.aksatex.com,aksa-tex-style-industries
Aktan Misr Textile And Dyeing S.A.E.,EGY,Egypt,El-Mahalla El-Kubra,sehely@sehely.com,www.sehely.com,aktan-misr-textile--dyeing-sae
Al Barka Fabrics (Pvt) Ltd.,PAK,Pakistan,"Khurrianwalla, Faisalabad",,www.albarka.com,al-barka-fabrics-pvt-ltd
Grupo Albert 2000 S.L.,ESP,Spain,Ontinyent,salva@grupoalbert.com,www.grupoalbert.com,grupo-albert-2000-sl
Aleran Tekstil Sanayi Ticaret Limited Sirketi,TUR,Türkiye,Bursa,info@alerantekstil.com,www.alerantekstil.com,aleran-tekstil-sanayi-ticaret-limited-sirketi
Alfalah Textiles,PAK,Pakistan,Karachi,zeeshan@alfalahtextiles.com,www.alfalahtextiles.com,alfalah-textiles
Al Hadi Textile (Pvt.) Ltd.,PAK,Pakistan,Karachi,nafay@alhaditex.com,www.alhaditex.com,al-hadi-textile-pvt-ltd
Al-Karam Textile Mills (Pvt) Ltd.,PAK,Pakistan,Karachi,waqas.farooqui@alkaram.com,www.alkaram.com,al-karam-textile-mills-pvt-ltd
Al Karam Towel Industries (Pvt) Ltd.,PAK,Pakistan,Karachi,akti@alkaramtowel.com,www.alkaramtowelindustries.com,al-karam-towel-industries-pvt-ltd
"Allerman Co., Ltd.",KOR,"Korea, the Republic of (South)",Goyang-si,,www.allerman.com,allerman-co-ltd
"Starbellatex, Lda",PRT,Portugal,Moreira de Cónegos,rui.azevedo@almeidastextile.pt,,starbellatex-lda
"Texteis J.F. Almeida, S.A.",PRT,Portugal,Moreira de Cónegos,julianafernandes@jfa.pt,www.jfa.pt,texteis-jf-almeida-sa
Alpha Corporation,IND,India,Ludhiana,info@alpha-india.com,www.alpha-india.com,alpha-corporation
Al Quresh Fabrics (Pvt) Ltd.,PAK,Pakistan,Faisalabad,muntazir@alqureshfabrics.com,www.alqureshfabrics.com,al-quresh-fabrics-pvt-ltd
Al Raheem Textile,PAK,Pakistan,Karachi,alraheemtex@cyber.net.pk,alraheemtextile.com,al-raheem-textile
Al-Rahim Textile Industries Ltd.,PAK,Pakistan,Karachi,mazhar.moosani@alrahimtextile.com,www.alrahimtextile.com,al-rahim-textile-industries-ltd
Al-Rehman Global Tex (pvt.) Ltd.,PAK,Pakistan,Faisalabad,info@alrehmanglobaltex.com,www.alrehmanglobaltex.com,al-rehman-global-tex-pvt-ltd
Altinsoy Tekstil San. Tic. Ltd. Sti.,TUR,Türkiye,Istanbul,,,altinsoy-tekstil-san-tic-ltd-sti
Altran Solutions S.L.,ESP,Spain,Benisanó,,www.altransolutions.es,altran-solutions-sl
Ambadi Enterprises Limited,IND,India,Gurugram,,www.ambadiindia.com,ambadi-enterprises-limited
Amber International LLP,IND,India,Mumbai,info@amberinternational.in,www.amberinternational.in,amber-international-llp
AMR - Industrias Texteis Lda.,PRT,Portugal,Matosinhos,info@amr.pt,www.amr.pt,amr---industrias-texteis-lda
AMW Nawrot sp.k.,POL,Poland,Pyrzowice,amw@amw.pl,www.amw.pl,amw-nawrot-spk
Anilsan Havlu Sanayi ve Ticaret Anonim Sirketi,TUR,Türkiye,Bursa,feridun.celebi@anilsan.com.tr,www.anilsan.com.tr,anilsan-havlu-sanayi-ve-ticaret-anonim-sirketi
Anitkaya Gida Pazarlama Ticaret Ve San. A.S.,TUR,Türkiye,Bursa,,,anitkaya-gida-pazarlama-ticaret-ve-san-as
ANSARI FLOOR RUGS,IND,India,Bhadohi,ansarifloor@yahoo.co.uk,http://ansari.net.in/,ansari-floor-rugs
Anstey Wallpaper Company,GBR,Great Britain and Northern Ireland,London,kate_wall@anstey.uk.com,www.anstey.uk.com,anstey-wallpaper-company
"Angles Textil, S.A.",ESP,Spain,Anglès (Girona),antex@antex.net,www.antex.net,angles-textil-sa
A.N. TEXTILES,PAK,Pakistan,Karachi,info@antextiles.net,www.antextiles.net,an-textiles
"Antonio Pereira - Fabrica de Tecidos de Seda e Algodao Unipessoal, Lda.",PRT,Portugal,Guimaraes,david@apertex.com.pt,www.apertex.pt,antonio-pereira---fabrica-de-tecidos-de-seda-e-algodao-unipessoal-lda
Anunay FAB Ltd.,IND,India,Ahmedabad,anish@anunay.in,www.anunay.in,anunay-fab-ltd
Anwartex Industries Pvt Ltd,PAK,Pakistan,Karachi,mahboob@anwartextiles.com,www.anwartextiles.com,anwartex-industries-pvt-ltd
Alfred Apelt GmbH,DEU,Germany,Oberkirch,info@apelt.com,www.apelt.com,alfred-apelt-gmbh
A Plus Overseas,IND,India,Panipat,abhishek@aplusinternational.net,https://www.php1994.it/,a-plus-overseas
"Interfabrics, S.L.",ESP,Spain,Alcoy,ajansen@aquaclean.com,www.aquaclean.com,interfabrics-sl
Arabian Textile Mills,PAK,Pakistan,Karachi,shoiab@arabiantex.com,www.arabiantex.com,arabian-textile-mills
Arab Novelties Weaving &amp; Terry Co.,EGY,Egypt,Elmahalla Elkobra,m.taha@elsheikh-group.com,www.elsheikh-group.com,arab-novelties-weaving--terry-co
Aritas Vinyl Limited,IND,India,Ahmedabad,info@aritasvinyl.com,www.aritasvinyl.com,aritas-vinyl-limited
"Armando Silva Antunes, S.A.",PRT,Portugal,Nespereira,sara.leite@lasahome.pt,www.lasanet.pt,armando-silva-antunes-sa
ARM Textile,PAK,Pakistan,Faisalabad,awais.ali2215@gmail.com,www.armtextile.com,arm-textile
A.R.M. Textiles,IND,India,Karur,arm@armtex.in,www.armtex.in,arm-textiles
Arocca B.V.,NLD,Netherlands,Apeldoorn,info@arocca.com,www.arocca.com,arocca-bv
Arovo B.V.,NLD,Netherlands,Amsterdam,,www.arovo.com,arovo-bv
Arshad Corporation (Pvt) Ltd.,PAK,Pakistan,Lahore,resham@arshadgroup.com,www.arshadgroup.com,arshad-corporation-pvt-ltd
Art Cottage Ltd.,GBR,Great Britain and Northern Ireland,Leicester,gemma@artcottage.co.uk,www.artcottage.co.uk,art-cottage-ltd
Art Decorist Tekstil Pazarlama Danismanlik Ithalat Ve Ihracat Limited Sirketi,TUR,Türkiye,Osmangazi /Bursa,demet@artdecorist.com,https://artdecorist.com/,art-decorist-tekstil-pazarlama-danismanlik-ithalat-ve-ihracat-limited-sirketi
ARTEX HOME FASHIONS,IND,India,PANIPAT,vineet@artexhomefashions.com,www.artexhomefashions.com,artex-home-fashions
"Dalian Artex International Trading Co., Ltd.",CHN,China,Dalian Liaoning,qian@dlartex.com,www.dlartex.com,dalian-artex-international-trading-co-ltd
Handicraft And Art Articles Export- Import Corporation,VNM,Vietnam,Ha Noi,dolanphuonghelen@gmail.com,www.artexport.com.vn,handicraft-and-art-articles-export--import-corporation
Artline Creation,IND,India,"Mirzapur, Uttar Pradesh",sk-exports@vikramcarpets.com,www.artlinecreation.com,artline-creation
Artwork Portfolio Ltd.,GBR,Great Britain and Northern Ireland,Stockport,studio@artworkportfolio.co.uk,www.artworkportfolio.co.uk,artwork-portfolio-ltd
Arvind Exports,IND,India,Bhadohi,arvind@arvindcarpets.com,www.arvindcarpets.com,arvind-exports
Asacotex,PAK,Pakistan,Karachi,a.ahad@asacotex.net.pk,www.asacotex.com.pk,asacotex
A.S. Cr&eacute;ation Tapeten AG,DEU,Germany,Gummersbach,contact@as-creation.de,www.as-creation.de,as-cration-tapeten-ag
AS FABRICS 1996 S.L,ESP,Spain,Ontinyent Valencia,,,as-fabrics-1996-sl
As&#39;habi Textile Mills,PAK,Pakistan,Karachi,muzammil@ashabitex.com,www.ashabitextile.com,ashabi-textile-mills
Design Tex Ltd.,GBR,Great Britain and Northern Ireland,Dewsbury,office@ashbystudios.com,www.ashbystudios.com,design-tex-ltd
Asiatex Corporation,PAK,Pakistan,Multan,umer@asiatexcorp.com,www.asiatexcorp.com,asiatex-corporation
ASK Apparels,IND,India,Karur,mani@askapparels.com,www.askapparels.com,ask-apparels
PT ATEJA TRITUNGGAL,IDN,Indonesia,Bandung - West Java,tiar@ateja.co.id,www.ateja.co.id,pt-ateja-tritunggal
L`Atelier Design Studio Eurl,FRA,France,Marseille,arnaud@latelierstudio.com,www.latelierstudio.com,latelier-design-studio-eurl
"Atelier Mineeda Co., Ltd.",JPN,Japan,Kyoto Kyoto,mineeda@rose.odn.ne.jp,https://www.facebook.com/ateliermineeda,atelier-mineeda-co-ltd
Atlas Export Enterprises,IND,India,"Karur, Tamil Nadu",senthil@atlas.in,atlas.in,atlas-export-enterprises
Attica Narrow Fabrics SA,GRC,Greece,Ano Liosia,info@curtaintapes.gr,www.curtaintapes.gr,attica-narrow-fabrics-sa
Auping Germany GmbH,DEU,Germany,Köln,info@auping.de,www.auping.com,auping-germany-gmbh
Auskin Europe Pty. Ltd.,DEU,Germany,Wildeshausen,,www.fibrebyauskin.com,auskin-europe-pty-ltd
AVA CAD/CAM Group Ltd,GBR,Great Britain and Northern Ireland,"Macclesfield, Cheshire",sales@avacadcam.com,www.avacadcam.com,ava-cadcam-group-ltd
AVH Associates,IND,India,Noida,hsc@avh.in,www.avh.in,avh-associates
Avila Textile OOD,BGR,Bulgaria,Plovdiv,,,avila-textile-ood
Avison Crafts,IND,India,Bhadohi,,,avison-crafts
Awaisia Fabrics,PAK,Pakistan,Faisalabad,info@awaisiafabrics.com,www.awaisiafabrics.com,awaisia-fabrics
AW Hainsworth and Sons Ltd,GBR,Great Britain and Northern Ireland,Leeds,joannesheard@awhainsworth.co.uk,,aw-hainsworth-and-sons-ltd
Aydin Tekstil Ticaret ve Pazarlama A. S.,TUR,Türkiye,Basaksehir / Istanbul,info@aydintekstil.com,www.aydintekstil.com.tr,aydin-tekstil-ticaret-ve-pazarlama-a-s
Ayhan Denizci Tekstil Tic Paz Ltd. Sti.,TUR,Türkiye,Bursa,ayhandenizci@ayhandenizci.com,www.ayhandenizci.com,ayhan-denizci-tekstil-tic-paz-ltd-sti
Aymax BVBA,BEL,Belgium,Mont-sur-Marchienne,a.digrande@aymax.be,www.aymax.be,aymax-bvba
Aymina Dokuma Tekstil Sanayi Ticaret Ltd. Sti.,TUR,Türkiye,Bursa,export@ayminatekstil.com,www.ayminatekstil.com,aymina-dokuma-tekstil-sanayi-ticaret-ltd-sti
Ayoob Textiles Mills Ltd.,PAK,Pakistan,Karachi,atml1@cyber.net.pk,www.ayoobtextile.com,ayoob-textiles-mills-ltd
"AZNAR TEXTIL, SL",ESP,Spain,Paterna (Valencia),aznartextil@aznartextil.com,www.aznartextil.com,aznar-textil-sl
Badenia Bettcomfort GmbH &amp; Co. KG,DEU,Germany,Friesenheim,sales@badenia-bettcomfort.de,badenia-bettcomfort.de,badenia-bettcomfort-gmbh--co-kg
Bahar Tekstil Sanayi ve Ticaret A.S.,TUR,Türkiye,Honaz,mahir@bahartextile.com,www.bahartextile.com,bahar-tekstil-sanayi-ve-ticaret-as
Balaji Loomtex,IND,India,"Baghpat, Uttar Pradesh",balajiloomtex@gmail.com,www.balajiloomtex.com,balaji-loomtex
Balas Export,IND,India,Karur,bala@balasexport.com,www.balasexport.com,balas-export
Balta Industries NV,BEL,Belgium,Wielsbeke,info@baltagroup.com,www.baltagroup.com,balta-industries-nv
Baman Studio S.n.C.,ITA,Italy,Milano,info@bamanstudio.com,,baman-studio-snc
Banafshe Schippel Ltd.,GBR,Great Britain and Northern Ireland,"Climping, Littlehampton",simin.banafshe@yahoo.com,www.banafsheschippel.co.uk,banafshe-schippel-ltd
Banaras House Exports,IND,India,New Delhi,info@bhlexports.in,www.banarashouseexports.com,banaras-house-exports
Bannari Amman Spinning Mills Limited,IND,India,Tirupur,merch.ht@bannarimills.in,www.bannarimills.com,bannari-amman-spinning-mills-limited
Barine Tekstil San Ic ve Dis Tic AS,TUR,Türkiye,Denizli,ozan@thebarine.com,www.thebarine.com,barine-tekstil-san-ic-ve-dis-tic-as
Barka Home Tekstil Ith. Ihr. San. Ve Tic. Ltd. Sti.,TUR,Türkiye,Merkezefendi /Denizli,info@barkahome.com,www.barkahome.com,barka-home-tekstil-ith-ihr-san-ve-tic-ltd-sti
Barker Textiles UAB,LTU,Lithuania,Kaunas,sales@barkertextiles.lt,www.barkertextiles.lt,barker-textiles-uab
Batangen Textiles,NOR,Norway,Larvik,info@habovinduer.no,www.batangen.com,batangen-textiles
B.A Textile,PAK,Pakistan,Karachi,asce@cyber.net.pk,www.batextile.com.pk,ba-textile
Baumann Dekor Ges.m.b.H,AUT,Austria,Gmünd,office@baumann.co.at,www.baumann.co.at,baumann-dekor-gesmbh
Bayramlar Brode Sanayi ve Ticaret A.S.,TUR,Türkiye,Istanbul,info@bayramlar.com.tr,www.bayramlar.com.tr,bayramlar-brode-sanayi-ve-ticaret-as
Be&#39;decor Boutique Shanghai Ltd.,CHN,China,Shanghai Shanghai Shi,doris.wu@bedecor.com.cn,www.bedecor.com.cn,bedecor-boutique-shanghai-ltd
Begenal Home Tekstil San. ve Tic. Ltd. Sti.,TUR,Türkiye,Denizli,yavuz@begenal.com.tr,www.begenal.com.tr,begenal-home-tekstil-san-ve-tic-ltd-sti
Richard Behr &amp; Co. GmbH,DEU,Germany,Kaltenkirchen,info@richardbehr.de,www.richardbehr.de,richard-behr--co-gmbh
bekro chemie GmbH &amp; Co. KG,DEU,Germany,Überherrn,,,bekro-chemie-gmbh
"Belfama Empresa Textil, Lda",PRT,Portugal,Moreira de Cónegos,,,belfama-empresa-textil-lda
B&eacute;n&eacute;dicte de Frondeville,FRA,France,Tornac,benedictedefrondeville@gmail.com,,bndicte-de-frondeville
Benti Tekstil Konfeksiyon San. ve Tic. Ltd. Sti.,TUR,Türkiye,Bursa,info@bentitextile.com,www.bentitextile.com,benti-tekstil-konfeksiyon-san-ve-tic-ltd-sti
Bhadohi Carpets,IND,India,Sant ravidas Nagar,info@bhadohicarpets.com,www.bhadohicarpets.com,bhadohi-carpets
Bhajana Home Decor Private Limited,IND,India,Panipat,info@bhajana.net,www.bhajana.com,bhajana-home-decor-private-limited
Hermann Biederlack GmbH &amp; Co. KG,DEU,Germany,Greven,info@biederlack.de,www.biederlack.de,hermann-biederlack-gmbh--co-kg
Birce Insaat Tekstil San. ve Tic. Ltd. Sti.,TUR,Türkiye,Bursa,info@bircetekstil.com,www.bircetekstil.com,birce-insaat-tekstil-san-ve-tic-ltd-sti
Bismillah Textiles Private Company,PAK,Pakistan,Faisalabad,sharafat@bismillah.com.pk,www.bismillah.com.pk,bismillah-textiles-private-company
"Industrias Bitex, S.A.",ESP,Spain,Biar,bitex@industrias-bitex.com,www.industrias-bitex.com,industrias-bitex-sa
Bj&ouml;rkforth AB,SWE,Sweden,Boras,info@bjorkforth.se,www.bjorkforth.se,bjoerkforth-ab
BKS Fabrics Private Limited,IND,India,"Tirupur, Tamil Nadu",enquiries@bksfabrics.in,www.bksfabrics.in,bks-fabrics-private-limited
BMD PRIVATE LIMITED,IND,India,Noida,pragati.pallavi@lnjb.com,www.bmdtextiles.in,bmd-private-limited
BORSOI S.r.l.,ITA,Italy,Vittorio Veneto,info@borsoi.eu,www.borsoi.eu,borsoi-srl
Bossan Tekstil Ithalat-Ihracat Sanayi Ve Ticaret Limited Sirketi,TUR,Türkiye,Gaziantep,,www.bossancarpet.com,bossan-tekstil-ithalat-ihracat-sanayi-ve-ticaret-limited-sirketi
Giovanni Bottigelli S.p.A.,ITA,Italy,Busto Arsizio,bottigelli@bottigelli.com,www.bottigelli.com,giovanni-bottigelli-spa
Boyteks Tekstil San. ve Tic. A.S.,TUR,Türkiye,Melikgazi / Kayseri,info@boyteks.com,www.boyteks.com,boyteks-tekstil-san-ve-tic-as
Breyner Eurl,FRA,France,Chaponnay,ssahuc@breyner.fr,www.breyner.fr,breyner-eurl
Brighi Tecnologie Italia Srl,ITA,Italy,Forli,marketing@brighigroup.com,www.brighitecnologie.com,brighi-tecnologie-italia-srl
BRIGHT STAR,IND,India,New Delhi,mail@bright-star.co.in,www.bright-star.co.in,bright-star
Brink &amp; Campman B.V.,NLD,Netherlands,Lichtenvoorde,mlangbroek@brinkandcampman.com,www.brinkandcampman.com,brink--campman-bv
Brinkhaus GmbH,DEU,Germany,Bocholt,info@brinkhaus.de,www.brinkhaus.de,brinkhaus-gmbh
BrodeArte Tekstil San. ve Tic. Ltd. Sti.,TUR,Türkiye,Bursa,bilgi@brodearte.com.tr,www.brodearte.com.tr,brodearte-tekstil-san-ve-tic-ltd-sti
Bronte Glen Limited,GBR,Great Britain and Northern Ireland,Keighley,,www.bronteglen.co.uk,bronte-glen-limited
Benin Textile SA,BEN,Benin,"Glo-Djigbe, Benin",jawed.zeriah@arisenet.com,,benin-textile-sa
Karl F. Buchheister e. K.,DEU,Germany,Sundern (Sauerland),,www.buchheister.de,karl-f-buchheister-e-k
Burkay Tekstil San. ve Tic. A.S.,TUR,Türkiye,Bursa,info@burkay.com.tr,www.burkay.com.tr,burkay-tekstil-san-ve-tic-as
Burteks Tekstil Sanayi Ve Ticaret Anonim Sirketi,TUR,Türkiye,Gaziantep,info@burteks.com.tr,www.burteks.com.tr,burteks-tekstil-sanayi-ve-ticaret-anonim-sirketi
BYT Dokuma Makina Tekstil San. Tic. Ltd. Sti.,TUR,Türkiye,Nilüfer / Bursa,info@bytdokuma.com,www.bytdokuma.com,byt-dokuma-makina-tekstil-san-tic-ltd-sti
Caldeira Ltd,GBR,Great Britain and Northern Ireland,Liverpool,kd@caldeira.com,www.caldeira.com,caldeira-ltd
Camilla Textiles S.r.l.,ITA,Italy,Milano,isabella.benvenuti@camillatex.com,www.camillatex.com,camilla-textiles-srl
Canariatex Private Limited,PAK,Pakistan,Lahore,info@canariatex.com,www.canariatex.com,canariatex-private-limited
Candido Penalba S.L.,ESP,Spain,Albaida (Valencia),info@candidopenalba.com,www.candidopenalba.com,candido-penalba-sl
CANETE S.A.,ESP,Spain,Ontinyente,tono_canete@canetesa.es,www.canetesa.es,canete-sa
Caps Decor,IND,India,Panipat,,,caps-decor
Angelo Carillo &amp; C. S.p.A.,ITA,Italy,Napoli,export@angelocarillo.com,www.angelocarillo.com,angelo-carillo--c-spa
STEF Caroline &amp; Betina,FRA,France,Paris,caroline.bettina@orange.fr,,stef-caroline--betina
"F&aacute;brica de Tecidos do Carvalho, Lda.",PRT,Portugal,Lordelo GMR,ftcarvalho@ftcarvalho.com,www.ftcarvalho.com,fbrica-de-tecidos-do-carvalho-lda
Textil Casa Moda  S.L.,ESP,Spain,Agullent,casamoda@casamoda.es,www.casamoda.es,textil-casa-moda--sl
Castiglioni S.r.l.,ITA,Italy,Arconate,info@castiglioni.it,www.castiglioni.it,castiglioni-srl
Castilla Textil 2 S.L.,ESP,Spain,Tembleque - Toledo,mcarmen@castillatextil.com,https://castillatextil.net,castilla-textil-2-sl
Castle Industries,PAK,Pakistan,Karachi,info@castle-ind.com,www.castle-ind.com,castle-industries
CBS Manufacturing Group,USA,United States,Westlake Village California,katey@cbs123.com,www.cbsmanufacturinggroup.com,cbs-manufacturing-group
C.B.Tex,IND,India,Karur,cbkarthic@cbtex.com,www.cbtex.com,cbtex
CD Design Studio AG,CHE,Switzerland,Andwil,cd.design@bluewin.ch,Home | cd-design studio,cd-design-studio-ag
Larsen Production ApS,DNK,Denmark,Them,c.horn@cellsolution.eu,www.cellsolution.eu,larsen-production-aps
"Fernando Cerda Blanes e Hijos, S.A.",ESP,Spain,Banyeres de Mariola,jose@cerdafabrics.com,www.cerdafabrics.com,fernando-cerda-blanes-e-hijos-sa
Cevikel Tekstil Tic. San. Ltd. Sti,TUR,Türkiye,Osmangazi / BURSA,info@cevikeltekstil.com,www.cevikeltekstil.com,cevikel-tekstil-tic-san-ltd-sti
Chahat Export,IND,India,"Noida, UP",chahat@chahatexport.in,,chahat-export
CHAMPO CARPETS,IND,India,Sant Ravidas Nagar,champo@champocarpets.com,www.champocarpets.com,champo-carpets
Chawala Enterprises,PAK,Pakistan,Faisalabad,gmmkt@chawala.com.pk,www.chawala.com.pk,chawala-enterprises
Chene De L&#39;est Sasu,FRA,France,Hambach,,www.chenedelest.eu,chene-de-lest-sasu
Chhabra Home Concepts Private Limited,IND,India,Panipat,shipping@chconcepts.in,www.chconcepts.in,chhabra-home-concepts-private-limited
Chinar International,IND,India,Noida,info@chinarinternational.com,https://www.chinarinternational.com/,chinar-international
Choudhary Exports,IND,India,Jaipur,rugs@choudharyexports.com,www.choudharyexports.com,choudhary-exports
Welspun UK Limited,GBR,Great Britain and Northern Ireland,Stockport,sales@christy-home.com,http://www.christy.co.uk/,welspun-uk-limited
"Intrinsic Advanced Materials, LLC",USA,United States,Gastonia North Carolina,,,intrinsic-advanced-materials-llc
Ciel Home Decors Pvt. Ltd.,IND,India,Panipat,abhishek@cielhomedecors.in,www.cielhomedecors.in,ciel-home-decors-pvt-ltd
Cinelli Piume e Piumini S.r.l.,ITA,Italy,Pisa,info@cinellipiumini.com,www.cinellipiumini.com,cinelli-piume-e-piumini-srl
Citel s.l.u,ESP,Spain,Masllorenc,info@citel.es,www.citel.es,citel-slu
Claire Louise Designs,GBR,Great Britain and Northern Ireland,Bury,claire@clairelouisedesigns.co.uk,www.clairelouisedesigns.co.uk,claire-louise-designs
Classic Collection,IND,India,"Bhadohi, Sant Ravidas Nagar",info@indianartgallery.in,,classic-collection
Classique Textile (Pvt.) Ltd.,PAK,Pakistan,Faisalabad,ahsan@classiquetextile.com.pk,www.classiquetextile.com.pk,classique-textile-pvt-ltd
Claudia Mantel - CMR disegni,DEU,Germany,Nürnberg,cmrdisegni@gmail.com,www.cmrdisegni.com,claudia-mantel---cmr-disegni
Cocona Inc.,USA,United States,Boulder Colorado,preston@cocona.com,www.thirtysevenfive.com,cocona-inc
Texteis Colmaco - Industria de Colchas Lda.,PRT,Portugal,Pedome - V.N.Famalicao,manuel@colmaco.com,www.colmaco.com,texteis-colmaco---industria-de-colchas-lda
Colwill + Waud,GBR,Great Britain and Northern Ireland,London,colwillwaud@aol.com,,colwill--waud
COMCO UAB,LTU,Lithuania,Siauliai,info@comco.lt,www.comco.lt,comco-uab
Comercial de Latex y Visco S.L.,ESP,Spain,Crevillent,info@comercialdelatex.com,www.adetexfoamgroup.com,comercial-de-latex-y-visco-sl
"Comercio y Distribucion de Tejidos del Mediterraneo, S.L.",ESP,Spain,Ontinyent,cnd@cndfabrics.com,www.cndfabrics.com,comercio-y-distribucion-de-tejidos-del-mediterraneo-sl
